ncalls           , tottime, percall, cumtime , percall, filename:lineno(function)
379808/178744    , 1.386  , 0.000  , 85.979  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/spines.py:391(get_spine_transform)
4                , 0.000  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/spines.py:484(linear_spine)
56820            , 0.072  , 0.000  , 0.767   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2169(_process_single_axis)
28410            , 0.049  , 0.000  , 0.816   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2166(_process_unit_info)
6066             , 0.004  , 0.000  , 0.004   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2254(use_sticky_edges)
12132            , 0.003  , 0.000  , 0.003   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2517(handle_single_axis)
6066             , 0.053  , 0.000  , 0.104   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2451(autoscale_view)
87070            , 0.036  , 0.000  , 0.036   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2591(_get_axis_list)
67324            , 0.039  , 0.000  , 0.054   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2659(<genexpr>)
16831            , 0.590  , 0.000  , 10.334  , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2612(_update_title_position)
11208            , 0.042  , 0.000  , 0.062   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2720(<listcomp>)
16831            , 0.412  , 0.000  , 709.711 , 0.042  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2666(draw)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2816(set_axisbelow)
11172            , 0.060  , 0.000  , 18.232  , 0.002  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2852(grid)
2                , 0.000  , 0.000  , 0.002   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3016(tick_params)
5586             , 0.004  , 0.000  , 0.022   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3095(set_axis_off)
5586             , 0.005  , 0.000  , 0.029   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3104(set_axis_on)
33662            , 0.047  , 0.000  , 0.825   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3129(get_xbound)
39247            , 0.179  , 0.000  , 0.927   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3177(get_xlim)
44688            , 0.188  , 0.000  , 0.487   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3200(_validate_converted_limits)
11172            , 0.156  , 0.000  , 3.355   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3217(set_xlim)
33662            , 0.034  , 0.000  , 0.506   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3418(get_ybound)
39247            , 0.124  , 0.000  , 0.547   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3466(get_ylim)
11172            , 0.134  , 0.000  , 1.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3489(set_ylim)
29               , 0.000  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3679(format_xdata)
29               , 0.000  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3689(format_ydata)
29               , 0.000  , 0.000  , 0.012   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3699(format_coord)
29               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3749(get_navigate)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3755(set_navigate)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:3771(set_navigate_mode)
33662            , 0.209  , 0.000  , 0.230   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:4039(get_children)
18288            , 0.054  , 0.000  , 3.668   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:4064(contains_point)
89366            , 0.021  , 0.000  , 0.021   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:145(<dictcomp>)
89366            , 3.268  , 0.000  , 73.805  , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:56(__init__)
89366            , 0.204  , 0.000  , 0.329   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:196(_set_labelrotation)
89366            , 0.068  , 0.000  , 0.068   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:214(get_tick_padding)
167556           , 0.351  , 0.000  , 41.838  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:228(set_clip_path)
446830           , 0.243  , 0.000  , 1.073   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:332(_set_artist_props)
223470           , 0.037  , 0.000  , 0.037   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:349(<genexpr>)
44694            , 0.010  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:368(<dictcomp>)
44694            , 0.011  , 0.000  , 0.011   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:381(<dictcomp>)
44694            , 0.011  , 0.000  , 0.011   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:392(<dictcomp>)
44694            , 0.467  , 0.000  , 17.456  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:341(_apply_params)
44683/22343      , 0.686  , 0.000  , 78.421  , 0.004  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:416(__init__)
44683            , 0.062  , 0.000  , 1.260   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:445(_get_text1_transform)
44683            , 0.061  , 0.000  , 1.140   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:448(_get_text2_transform)
44683            , 0.183  , 0.000  , 0.594   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:451(apply_tickdir)
44683            , 0.123  , 0.000  , 0.652   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:467(update_position)
44683/22343      , 0.702  , 0.000  , 78.228  , 0.004  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:489(__init__)
44683            , 0.058  , 0.000  , 1.250   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:518(_get_text1_transform)
44683            , 0.061  , 0.000  , 1.141   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:521(_get_text2_transform)
44683            , 0.156  , 0.000  , 0.529   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:524(apply_tickdir)
44683            , 0.125  , 0.000  , 0.647   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:538(update_position)
4                , 0.000  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/spines.py:31(__init__)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:565(__init__)
22344            , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:569(locator)
89392            , 0.109  , 0.000  , 0.119   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:573(locator)
178840           , 0.034  , 0.000  , 0.034   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:582(formatter)
89392            , 0.069  , 0.000  , 0.079   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:586(formatter)
89366/44684      , 0.190  , 0.000  , 156.942 , 0.004  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:607(__get__)
2                , 0.000  , 0.000  , 0.001   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:664(__init__)
78498            , 0.086  , 0.000  , 0.296   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:747(get_transform)
34476            , 0.020  , 0.000  , 0.020   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:750(get_scale)
44696            , 0.113  , 0.000  , 8.360   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:754(_set_scale)
22344            , 0.032  , 0.000  , 0.090   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:763(limit_range_for_scale)
33522            , 0.232  , 0.000  , 194.801 , 0.006  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:770(cla)
55866/33526      , 2.021  , 0.000  , 187.913 , 0.006  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:795(reset_ticks)
22348            , 0.131  , 0.000  , 17.894  , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:815(set_tick_params)
22348            , 0.074  , 0.000  , 0.083   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:854(_translate_tick_kw)
67022/44682      , 0.348  , 0.000  , 194.732 , 0.004  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:899(set_clip_path)
4                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:980(_set_artist_props)
22344            , 0.015  , 0.000  , 0.021   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1359(get_major_locator)
58               , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1367(get_major_formatter)
22344            , 0.005  , 0.000  , 0.005   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1433(<dictcomp>)
22344            , 0.103  , 0.000  , 18.159  , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1403(grid)
34476            , 0.052  , 0.000  , 0.669   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1451(update_units)
107628           , 0.071  , 0.000  , 0.071   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1506(have_units)
606146           , 0.350  , 0.000  , 2.906   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1509(convert_units)
33522            , 0.012  , 0.000  , 0.012   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1526(set_units)
44696            , 0.035  , 0.000  , 0.821   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1567(set_major_formatter)
44696            , 0.024  , 0.000  , 0.675   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1593(set_minor_formatter)
89392            , 0.335  , 0.000  , 1.436   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1607(_set_formatter)
44696            , 0.245  , 0.000  , 1.046   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1633(set_major_locator)
44696            , 0.150  , 0.000  , 0.610   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1649(set_minor_locator)
151479           , 0.253  , 0.000  , 0.310   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1894(<genexpr>)
50493            , 0.096  , 0.000  , 0.457   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1878(_get_ticks_position)
50493            , 0.016  , 0.000  , 0.016   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1915(get_label_position)
1                , 0.000  , 0.000  , 0.001   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:1969(__init__)
44683/22343      , 0.176  , 0.000  , 78.518  , 0.004  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axis.py:2008(_get_tick)
34476            , 0.049  , 0.000  , 0.069   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:62(wrapper)
11172            , 0.014  , 0.000  , 0.089   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:185(__init__)
11172            , 0.040  , 0.000  , 0.076   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:198(set_prop_cycle)
1                , 0.000  , 0.000  , 0.019   , 0.019  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:434(__init__)
50493            , 0.015  , 0.000  , 0.015   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:598(get_window_extent)
1                , 0.000  , 0.000  , 0.002   , 0.002  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:616(_init_axis)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:626(set_figure)
214914           , 0.054  , 0.000  , 0.054   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:643(<genexpr>)
214914           , 0.037  , 0.000  , 0.037   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:645(<genexpr>)
107457           , 0.312  , 0.000  , 1.366   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:640(_unstale_viewLim)
78494            , 0.054  , 0.000  , 1.033   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:654(viewLim)
6066             , 0.003  , 0.000  , 0.003   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:661(_request_autoscale_view)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:669(_set_lim_and_transforms)
413348/111744    , 0.274  , 0.000  , 42.926  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:705(get_xaxis_transform)
44683            , 0.192  , 0.000  , 1.190   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:729(get_xaxis_text1_transform)
44683            , 0.158  , 0.000  , 1.071   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:755(get_xaxis_text2_transform)
413348/111744    , 0.268  , 0.000  , 43.279  , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:781(get_yaxis_transform)
44683            , 0.190  , 0.000  , 1.183   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:805(get_yaxis_text1_transform)
44683            , 0.159  , 0.000  , 1.074   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:831(get_yaxis_text2_transform)
5587             , 0.021  , 0.000  , 0.370   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:857(_update_transScale)
33662            , 0.047  , 0.000  , 0.624   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:867(get_position)
33662            , 0.137  , 0.000  , 1.204   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:916(_set_position)
33662            , 0.012  , 0.000  , 0.012   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:954(get_axes_locator)
52696            , 0.133  , 0.000  , 0.393   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:960(_set_artist_props)
5586             , 0.011  , 0.000  , 0.784   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:970(_gen_axes_patch)
5                , 0.000  , 0.000  , 0.001   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1002(<genexpr>)
1                , 0.000  , 0.000  , 0.001   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:987(_gen_axes_spines)
5586             , 0.419  , 0.000  , 231.583 , 0.041  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1043(cla)
5586             , 0.058  , 0.000  , 0.308   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1200(_set_title_offset_trans)
33662            , 0.015  , 0.000  , 0.015   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1286(get_aspect)
5585             , 0.037  , 0.000  , 0.162   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1289(set_aspect)
5585             , 0.022  , 0.000  , 0.095   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1375(set_adjustable)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1437(set_box_aspect)
33662            , 0.009  , 0.000  , 0.009   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1472(get_anchor)
33662            , 0.363  , 0.000  , 2.381   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1540(get_data_ratio)
33662            , 0.570  , 0.000  , 7.317   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1571(apply_aspect)
12132            , 0.144  , 0.000  , 8.543   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1922(add_collection)
5585             , 0.036  , 0.000  , 0.245   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1945(add_image)
17025            , 0.030  , 0.000  , 0.222   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:1977(_add_text)
1196             , 0.005  , 0.000  , 0.769   , 0.001  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2031(add_patch)
1196             , 0.013  , 0.000  , 0.589   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2043(_update_patch_limits)
18913            , 0.130  , 0.000  , 1.139   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_base.py:2128(update_datalim)
606146           , 0.664  , 0.000  , 2.555   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/units.py:58(_is_natively_supported)
68952/34476      , 0.308  , 0.000  , 0.618   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/units.py:192(get_converter)
11246            , 0.011  , 0.000  , 0.117   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:941(set_edgecolor)
11322            , 0.019  , 0.000  , 0.191   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:951(set_facecolor)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1059(fixitems)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1075(fixlist)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1056(_make_key)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1118(add_axes)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1406(_add_axes_internal)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1784(clf)
33662            , 0.019  , 0.000  , 0.024   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1831(<genexpr>)
16831            , 0.018  , 0.000  , 0.033   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1832(<lambda>)
16831            , 0.468  , 0.000  , 722.711 , 0.043  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:1819(draw)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:2015(_set_artist_props)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:2067(sca)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:2167(<lambda>)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:2163(add_axobserver)
5623             , 0.033  , 0.000  , 488.604 , 0.087  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:2169(savefig)
10959            , 0.078  , 0.000  , 2.936   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_axes.py:702(text)
6066             , 0.043  , 0.000  , 2.209   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_axes.py:770(annotate)
6066             , 0.034  , 0.000  , 0.204   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_axes.py:4162(_parse_scatter_color_args)
6066             , 0.206  , 0.000  , 10.120  , 0.002  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_axes.py:4312(scatter)
5585             , 0.109  , 0.000  , 11.315  , 0.002  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/axes/_axes.py:5324(imshow)
33704            , 0.040  , 0.000  , 0.167   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:415(get_axes)
264629           , 0.087  , 0.000  , 0.087   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:435(_get_dpi)
112234           , 0.050  , 0.000  , 0.050   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:438(_set_dpi)
16831            , 0.006  , 0.000  , 0.006   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:458(get_tight_layout)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:462(set_tight_layout)
16832            , 0.008  , 0.000  , 0.008   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:480(get_constrained_layout)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:488(set_constrained_layout)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:519(set_constrained_layout_pads)
16831            , 0.058  , 0.000  , 0.181   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:628(get_children)
5625             , 0.003  , 0.000  , 0.003   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:752(set_canvas)
5586             , 0.180  , 0.000  , 2.435   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:847(set_size_inches)
33665            , 0.067  , 0.000  , 0.151   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:892(get_size_inches)
5623             , 0.008  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:913(get_edgecolor)
5661             , 0.011  , 0.000  , 0.015   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:917(get_facecolor)
18288            , 0.014  , 0.000  , 0.019   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:929(get_dpi)
1387248          , 0.909  , 0.000  , 5.507   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:42(_stale_figure_callback)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:61(__init__)
33705            , 0.017  , 0.000  , 0.017   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:69(<listcomp>)
33705            , 0.010  , 0.000  , 0.010   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:71(<listcomp>)
33705            , 0.082  , 0.000  , 0.126   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:65(as_list)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:73(get)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:92(<dictcomp>)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:91(_entry_from_axes)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:99(bubble)
1                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:106(add)
2                , 0.000  , 0.000  , 0.000   , 0.000  , /home/htxsns/anaconda3/lib/python3.7/site-packages/matplotlib/figure.py:135(current_key_axes)
